id,abbreviation,name,type
11272,CRV-SF,Cruz Roja Venezolana - Seccional Falcón,Red Cross/Red Crescent
2124,C & S Wholesale Grocers,C & S Wholesale Grocers,Private organization/foundation
8721,CTG,CTG Global,Private organization/foundation
8938,CTM,CTM,NGO
4840,Cuba,"Cuba, Government of",Government
2153,Cuba RC,Cuban Red Cross,Red Cross/Red Crescent
7060,CNFA,Cultivating New Frontiers in Agriculture,NGO
6232,CSRO,Cultural Studies and Researcher,NGO
2612,CFTA,Culture and Free Thought Association,NGO
1925,CPIX,Cumberland Pharmaceuticals Inc,Private organization/foundation
5590,Cummins Foundation,Cummins Foundation,Private organization/foundation
10098,Cure Violence,Cure Violence,NGO
5145,CCRI,Cush Community Relief International,NGO
7993,CTDI,Cush Training and Development Initiatives,NGO
11710,CUSO,Cuso International,NGO
3445,Custodia Franciscana,Custodia Franciscana,Private organization/foundation
4559,Custodia Franciscana en Tierra Santa,Custodia Franciscana en Tierra Santa,Private organization/foundation
1414,CTHMRC,Custodian of Two Holy Mosques Relief Campaign,Private organization/foundation
7297,CEF Hopital GII,Cuting Edge Foundation Hopital de Guinebor II,NGO
8131,CEF NGO USA,Cutting Edge Foundation (NGO USA),NGO
5529,CVS Caremark ,"CVS Caremark Charitable Trust, Inc.",Private organization/foundation
1228,CWS Japan,CWS Japan,NGO
7053,Cyan,Cyan International,NGO
7226,CF Gaza,Cyctic Fibrosis Friend Center,NGO
2922,Cyprus,"Cyprus, Government of",Government
4008,Cyprus  RC,Cyprus Red Cross,Red Cross/Red Crescent
8208,CFFC,Cystic Fibrosis Friend Center,NGO
376,Czech Evang. Diacony,Czech Evang. Diacony,NGO
3088,Czech Republic RC,Czech Red Cross,Red Cross/Red Crescent
2932,Czech Republic,"Czech Republic, Government of",Government
4896,DAAD,DAAD - German Institute for Academic Exchange,Private organization/foundation
112,DDA,Daaralsalam Development Association,NGO
7408,DIIPC,Daawah Walirshaad Islamic Propagation Centre,NGO
3180,DT,Dabane Trust,NGO
7188,DWT,Dabbagh Welfare Trust,NGO
4643,DAC Aviation International,DAC Aviation International,Private organization/foundation
5350,DAC,DAC - Danish Afghan Committee,NGO
8247,DAD,DAD for Human Rights and Civil Society Affairs,NGO
5831,Daewoo,Daewoo,Private organization/foundation
5809,Dag Hammarskjold Scholarship Fund for Journalists,Dag Hammarskjold Scholarship Fund for Journalists,Private organization/foundation
11374,DHL,Da Hawwa Lur,NGO
5420,Daiichi Sankyo,Daiichi Sankyo,Private organization/foundation
2980,"Daiki, Inc.","Daiki, Inc.",Private organization/foundation
39,Daimler,Daimler,Private organization/foundation
7690,DOEWD,Dak Organization for Ezidi Women Development,NGO
6755,DORD,Dak Organization for Recovery and Development,NGO
1169,DDO,Daleel Development Organisation,NGO
9819,Dalit,Dalit NGO,NGO
3058,DHD,Dallaalo Humanitarian Development,NGO
6642,DAMAN,Daman Foundation,NGO
6790,DH,Damascene House,NGO
801,DPP,Damascus People Participation,NGO
9123,DHCBI,Damnaish Human Capacity Building Initiative,NGO
3466,DACHICARE,Dananai Child Care Organisation,NGO
9124,Danaya So,Danaya So (Maison de la Confiance),NGO
3535,Danchurchaid / Danish De-mining Group,Danchurchaid / Danish De-mining Group,NGO
6312,Danesh,Danesh Organization,NGO
9956,DRD,Dan for Relief and Development Association,NGO
4143,Danhiko Project,Danhiko Project,NGO
2460,DHSPS,Danidas Health Sector Programme Support,NGO
3206,Daniela Punz,Daniela Punz,Private organization/foundation
5206,DAART,Danish Assistance to Afghan Rehabilitation and Technical,NGO
3359,DASS,Danish Assistance to the Self-Reliance Strategy,Inter-governmental
4417,Danish Association for International Co-operation,Danish Association for International Co-operation,NGO
2780,DBL,Danish Bilharziasis Laboratory,Private organization/foundation
4516,DACAAR,Danish Committee for Aid to Afghan Refugees,NGO
2875,DANDEC,Danish De-mining Centre,NGO
5314,DDG,Danish De-mining Group,NGO
10269,DERF,Danish Emergency Relief Fund,NGO
3857,DEM,Danish Ethiopian Mission,Inter-governmental
5023,DFC,Danish Fellowship Centre,NGO
1482,DIHR,Danish Institute for Human Rights,Private organization/foundation
1311,DIRF,Danish International Life Saving Association,NGO
62,DMRU,Danish Mission Council Development,NGO
2485,Danish People's Aid,Danish People's Aid,NGO
3194,DPRA,Danish People's Relief Association,NGO
54,Danish Powerlines,Danish Powerlines,NGO
2521,DPS,Danish Production School,Private organization/foundation
2054,Denmark RC,Danish Red Cross,Red Cross/Red Crescent
5313,DRB,Danish Refugee Board,NGO
5298,DRC,Danish Refugee Council,NGO
52,DRC/DPA,Danish Refugee Council/AFS Danish People's Aid,NGO
3239,DRC/ICVA,Danish Refugee Council/ICVA,NGO
7158,Danmission,Danmission,NGO
5609,Dannon,Dannon,Private organization/foundation
22,Danube Commission,Danube Commission,Inter-governmental
7623,DB,Darb Organization,NGO
5469,Darden Restaurants,Darden Restaurants,Private organization/foundation
7272,DEH,Dar Essalam Hospital,NGO
5857,DRA,Darfur Development and Reconstruction Agency,NGO
8069,DDRA,Darfur Development and Reconstruction Agency (DDRA),NGO
5962,DOHA,Darfur Organization for Humanitarian and Legal Aid,NGO
491,DPI,Darfur Organization for Peace and Development Initiative,NGO
2012,DPDO,Darfur Peace and Development Organisation,NGO
4963,DPSF,Darfur Peace and Stability Fund,UN agency
2771,DTCO,Darfur Tear Corps Organization,NGO
2196,D&L,Dark & Light Foundation,Private organization/foundation
537,DODWC,Darya Organization for Developing Woman and Community,NGO
2447,DAADO,Daryeel Awareness And Development Organization,NGO
9122,DBG,Daryeel Bulsho Guud,NGO
9160,DCCO,Daryeel Community Care Organization,NGO
659,DRRO,Daryeel Relief and Recovery Organization,NGO
10422,DAWO,Daryeel Women Organization,NGO
8285,DARY,Dary Human Organization for Relief and Medical Care,NGO
6316,DDO,DASE Development Organization,NGO
3570,Datong,Datong,NGO
5775,DIO,dawa Islamic organization,NGO
7160,DDO,Dawn Development Organization,NGO
6733,DPF-SS),Dawn Phase Foundation,NGO
10768,DCME,Dayspring College of Management and Education,Other
3302,Daystar Christian Centre,Daystar Christian Centre,Private organization/foundation
10571,DHA,DayStar Humanitarian Aid,NGO
3913,DCH Auto Group,DCH Auto Group,Private organization/foundation
1954,DCP-TV,DCP-TV,Private organization/foundation
2520,DDPS,DDPS,NGO
9404,DRDO Somalia,Deegaan Relief and Development Organization,NGO
8210,DMO,Deeg-Roor Medical Organization,NGO
3059,DMO,Deeg-Roor Medical Organization & Trauma Counseling Centre,NGO
1619,Deep Springs International,Deep Springs International,NGO
5148,DDO,Deeqtoon Development Organization,NGO
5428,Deerfield Partnership Foundation,Deerfield Partnership Foundation,Private organization/foundation
7985,DCDO,Deero for Community Development Organization,NGO
7209,DHCS,Défense des Droits de l'Homme et des Consommateurs du Sahel,NGO
2241,DCI,Defense for Children International,NGO
5918,DHO,Deggaras Humanitarian Organization,NGO
11481,DF,Degsuf Foundation,NGO
5801,DSTC,Dehi Samaji Taraqiati Council,NGO
6411,DTTMG Sibi,Dehi Terquaiti Tanzeem Mal Gorgaje Sibi Balochistan,NGO
4117,DEH,DEH Relief and Development Organization,NGO
361,Dejarup,Dejarup,NGO
6352,DLG,De Laas Gul,NGO
5512,Delhaize America Inc,Delhaize America Inc,Private organization/foundation
5443,DELL,DELL,Private organization/foundation
3667,Deloitte and Touche,Deloitte and Touche,Private organization/foundation
5735,DDP,Delta Development Program,NGO
6092,DS,Delta Survie,NGO
593,DASH,Delvon Assistance for Social Harmony (DASH),NGO
7,DAFA,Demining Agency for Afghanistan,NGO
4615,DEMIRA,DEMIRA,NGO
9631,DHRD,Democracy and Human Rights Development Centre,NGO
7739,DDC,Democracy Development Center,NGO
772,DS,Democracy School,Private organization/foundation
638,DCAF,Democratic Control of Armed Forces,Private organization/foundation
4473,DIWG,Democratic Iraqi Women Group,NGO
7654,Democratic Republic of the Congo Humanitarian Fund,Democratic Republic of the Congo Humanitarian Fund,Pooled fund
1945,Demos Institute,Demos Institute,Private organization/foundation
7249,DEMTOU,DEMTOU Humanitaire,NGO
2544,DENAL,DENAL,NGO
10935,DMF,Denis Miki Foundation,NGO
4487,Deniz Feneri Association,Deniz Feneri Association,NGO
4941,DFYDD,Deniz Feneri Yardimlasma ve Dayanisma Dernegi,NGO
3776,Denmark,"Denmark, Government of",Government
1853,Den norske Advokatforening,Den norske Advokatforening,NGO
3669,DND,Den Norske Dommerforeningen,NGO
5208,Den norske forfatterforening,Den norske forfatterforening,Private organization/foundation
2692,Den norske Helsingforskomite,Den norske Helsingforskomite,NGO
382,Den Norske Kirke,Den Norske Kirke,Private organization/foundation
1507,Den norske lægeforening - UD-tilskudd,Den norske lægeforening - UD-tilskudd,NGO
3749,DNT,Den norske Tibet-komite,NGO
2107,DNPY,De Norske Pinsemenigheters Ytremisjon,NGO
2951,Denryoko Soren (JPN,Denryoko Soren (JPN),NGO
5655,DentaQuest,DentaQuest,Private organization/foundation
6908,Department of Ecumenical Relations and Development,Department of Ecumenical Relations and Development,NGO
6987,DHA-UNDRO,Department of Humanitarian Affairs - Office of the United Nations Disaster Relief Co-ordinator,UN agency
4802,DSRI (Kimpraswil),Department of Settlement and Regional Infrastructure (Kimpraswil),Government
6910,DLCOEA,Desert Locust Control Organization for Eastern Africa,Inter-governmental
1616,Desjardins,Desjardins,Private organization/foundation
9410,DESSI International,"DESSI (Development, Empowerment and Sustainability Solutions Initiatives) International",NGO
2691,Det Norske Menneskerettighetsfond,Det Norske Menneskerettighetsfond,NGO
3145,Det norske Misjonsforbund,Det norske Misjonsforbund,NGO
3975,DATA e.V,Deutsch-Afrikanische Transfair Agency,Private organization/foundation
1774,Deutsche Bank AG,Deutsche Bank AG,Private organization/foundation
3552,DFS,Deutsche Forstservice,Private organization/foundation
2987,GIZ,Deutsche Gesellschaft für Internationale Zusammenarbeit,Private organization/foundation
11338,DAHW,Deutsche Lepra- und Tuberkulosehilfe e.V,NGO
1408,Deutscher Entwicklungsdienst,Deutscher Entwicklungsdienst,NGO
3593,DIFAM,Deutsches Institute für Arztliche Mission,Private organization/foundation
2649,Deutsches Komitee fur Katastrophenvorsorge e.V.,Deutsches Komitee fur Katastrophenvorsorge e.V.,NGO
2972,Deutsche Stiftung,Deutsche Stiftung,Private organization/foundation
5564,Deutsche Telekom,Deutsche Telekom,Private organization/foundation
4389,DWHH,Deutsche Welthungerhilfe e.V. (German Agro Action),NGO
7449,DSV,Deutsch-Syrischer Verein zur Förderung der Freiheiten un Menschenrechte e.V,NGO
5885,DEV+,DEV+,NGO
2827,DevCon,DevCon,NGO
6798,DAN,Development Action Network,NGO
10540,DAYAX NGO,Development Agency Youth Association Humanitarian Organization,NGO
9436,DARO,Development Aid and Relief Organization,NGO
2035,DAPP,Development Aid from People to People,NGO
6069,Developmental Action Without Border (Nabaa),Developmental Action Without Border (Nabaa),NGO
8308,DCCSO,Developmental Council for Civilian Society Organizations,NGO
10167,DO,Developmentals Organization for Development and Relief,NGO
542,DAS,Development Alternative for Self-reliance,NGO
4409,DAI,Development Alternatives Inc.,Private organization/foundation
7259,DAO,Development and Ability Organization,NGO
11688,DES,Development and Empowerment Society,NGO
11875,DECO,Development and Environmental Conservation Organization,NGO
8084,DHAid,Development and Humanitarian Aid Foundation,NGO
2628,DHSA,Development and Humanitarian Services for Afghanistan,NGO
7530,DICAC,Development and Inter-Church Aid Commission,NGO
4353,Development and Peace,Development and Peace,NGO
655,DAPFI,Development and Peace Focus Initiative,NGO
7595,DRA,Development and Regeneration Association,NGO
7901,DRAID,Development and Relief Aid Foundation,NGO
3759,Development Associates Inc.,Development Associates Inc.,NGO
7592,DASTAR,Development Association for Social Transformation and Action Research,NGO
10610,DCR-South Sudan,Development Center for Recovery,NGO
7586,DC,Development Concerns,NGO
3426,DENL,Development Education Network for Liberia,NGO
1494,DEH,Development Emergency of Haiti,NGO
11485,DPNA,Development for People and Nature Association,NGO
3503,DEFROSS,Development Frontiers for South Sudan,NGO
6613,DFI,Development Frontiers International,NGO
6267,Development Fund,Development Fund,NGO
1830,DI,Development Initiatives,NGO
5292,DIAL,Development Initiatives Access Link,NGO
1464,DIA,Development Initiatives Africa,NGO
6291,DIN,Development Institutions' Network,NGO
4377,DAFO,Development of Afghan Family,NGO
3880,DPFA,Development of Palestinian Farmer Association - Deir Albalah,NGO
1745,DEPROSC Nepal,Development Project Service Centre,NGO
5367,DW,Development Workshop,NGO
2100,DASH,Développement des Activités de Santé en Haiti,NGO
9420,DEDI,Développement Endogène Durable et Innovation,NGO
1339,Developpement & Paix,Developpement & Paix,NGO
6072,DPSSF,Developpement Paix et Secours sans Frontieres,NGO
2205,DPSSF,"Developpement, Paix et Secours sans Frontieres",NGO
8335,DEFI,Développer Former Informer,NGO
5492,Dewey & LeBoeuf,Dewey & LeBoeuf LLP,Private organization/foundation
1422,DFS,DFS,NGO
120,DF Young Inc.,DF Young Inc.,Private organization/foundation
8935,DAM,Dhaka Ahsania Mission,NGO
5752,DDF,Dharti Development Foundation Sindh,NGO
228,DHL,DHL International,Private organization/foundation
4671,DIA,DIA,NGO
8775,Diaconía,Diaconía,NGO
1617,Diageo,Diageo,Private organization/foundation
5299,Diakonia World Federation,Diakonia World Federation,Private organization/foundation
6992,DIAKONISCHES WERK DER EKD,DIAKONISCHES WERK DER EKD,NGO
6192,DF,Dialog Forening,NGO
3829,Dialog International e.V.,Dialog International e.V.,NGO
9878,DD,Diálogo Diverso,NGO
7415,DRI,Dialogue and Research Institute,Private organization/foundation
6961,DF,Dialogue (Fiji) Limited,NGO
3469,DSHZT,Dialogue on Shelter for the Homeless in Zimbabwe Trust,NGO
2943,DPAP,Diamer Poverty Alleviation Programme,NGO
5584,Diamonds International,Diamonds International,Private organization/foundation
9887,DTSF,Diana Tamari Sabbagh Foundation,Private organization/foundation
7650,DRDA,Diar for Rehabilitation and Development Association,NGO
5070,DIA,DIA - Social Justice in Development,NGO
9577,DNF,Dibal 360 Nikao Foundation,NGO
4774,DZG,Dierenartsen Zonder Grenzen,NGO
5414,Digicel Aruba,Digicel Aruba,Private organization/foundation
3639,DF,Digicel Foundation,Private organization/foundation
1603,Digicel Group,Digicel Group,Private organization/foundation
10231,Digisalud,Digisalud USA Inc.,NGO
7378,DOT,Digital Opportunity Trust,NGO
6553,DIGNI,DIGNI,NGO
866,Dignity Institution,Dignity - Mental Health and Human Rights Institution,NGO
7444,Dijla,Dijla Agricultural Association,NGO
9386,DWODC,Dijlah West Organization for Development and Construction,NGO
7833,Dijlata Al Khair,Dijlata Al Khair Association,NGO
4242,DP Foundation,Dinah Falala & Phoebe Sandi Foundation,NGO
5191,Dinsons ,Dinsons (H. Sheikh Noor-ud-Dini & Sons),Private organization/foundation
3339,DIOBASS,DIOBASS,NGO
4138,Diocese de Hwange,Diocese de Hwange,Private organization/foundation
4003,Diocese of Ambikapur,Diocese of Ambikapur,Private organization/foundation
1735,Diocese of Eldoret,Diocese of Eldoret,Private organization/foundation
4984,DG,Diocese of Gbarnga,Private organization/foundation
1740,Diocese of Kitgum,Diocese of Kitgum Child Care Project,NGO
9893,Diocese of Lurin,Diocese of Lurin,NGO
552,Diocese of Meru,Diocese of Meru,NGO
2587,Diocese of Padang,Diocese of Padang,Private organization/foundation
3838,Diocese of Rumbek,Diocese of Rumbek,Private organization/foundation
7098,DIOTIMA,DIOTIMA Centre of research on Women's Issues,Private organization/foundation
2673,DFS,Diplomat Freight Services,Private organization/foundation
4649,DAW,Diplomatische Akademie Wien,Private organization/foundation
4120,DA,Direct Aid,NGO
6117,DFCA,Direct Focus Community Aid,NGO
7179,DINEPA,Direction Nationale de l'Eau Potable et de l'Assainissment,Government
2898,Direct Relief,Direct Relief,NGO
8070,DAA,Disability Aid Association,NGO
5237,DSO,Disability and Support Organization,NGO
6727,DPA,Disability Protection Association,NGO
983,DREO,Disability Rehabilitation and Empowerment Organisation,NGO
7540,DRBN,Disability Representative Body Network,NGO
3861,DCCO,Disabled Children's Care Organization,NGO
7489,DAI,Disaster Aid International,NGO
9022,DCC,Disaster Control Center,NGO
11501,DEC - Coronavirus,Disaster Emergency Committee Coronavirus Appeal,NGO
3190,DMI,Disaster Mitigation Institute,Private organization/foundation
1712,DP-Net,Disaster Preparedness Network,NGO
2997,DPPC Ethiopia,Disaster Prevention and Preparedness Commission Ethiopia,Government
2462,DRA,Disaster Relief Agency,NGO
2873,DRN,Disaster Resource Network,Private organization/foundation
3712,DR-NET,Disaster Response Network,NGO
10302,DEC - Cyclone Idai,Disasters Emergency Committee Cyclone Idai,NGO
2759,DEC (UK),Disasters Emergency Committee (UK),NGO
7093,DTL,Disaster Tech Lab,Private organization/foundation
6262,DWR,Disaster Waste Recovery,NGO
1759,Discover Financial Services,Discover Financial Services,Private organization/foundation
11972,Discovery,Discovery Rise,Private organization/foundation
3152,Dissimilis kult.og komp.senter,Dissimilis kult.og komp.senter,NGO
1420,Distribuidora Ambiente,Distribuidora Ambiente,Private organization/foundation
4434,Div. Assoc.,Div. Assoc.,NGO
1275,Div. E+CIS,Div. E+CIS,NGO
1178,DAN,Diversity Action Network (previously Disability Action Network),NGO
8317,DO,Diversity Organization,NGO
11210,DVC,Dividendo Voluntario para la Comunidad,Private organization/foundation
3606,Djibouti,"Djibouti, Government of",Government
4426,Djibouti RC,Djibouti Red Crescent Society,Red Cross/Red Crescent
5579,DJO,DJO Incorporated,Private organization/foundation
3937,DKKV,DKKV - German Committee for Disaster Reduction,NGO
2530,DMR,DMR,NGO
10040,DAMO,Doaa Al-Afiya Medical Organization,NGO
8857,DOB Foundation,DOB Foundation,Private organization/foundation
2583,Docs Heal Africa,Docs Heal Africa,NGO
3118,"DOCS HEAL AFRICA, Goma","DOCS HEAL AFRICA, Goma",NGO
3891,DAMA,Doctors Aid Medical Activities,NGO
6549,DFY,Doctors for You,NGO
3612,DW,Doctors of the World,NGO
10172,DDD,Doctors of the World Turkey ( Dünya Doktorları Derneği ),NGO
8907,DOTW UK,Doctors of the World UK,NGO
1415,DWW,Doctors Worldwide,NGO
2240,DCC,Documentation Center of  Cambodia,NGO
5826,Doha Bank,Doha Bank,Private organization/foundation
2397,DOF,Doha Foundation,NGO
5389,Dollar General Corporation,Dollar General Corporation,Private organization/foundation
7085,Dolphin for Development,Dolphin for Development,NGO
8381,Dominica,Dominica,Government
2155,Dominican Republic RC,Dominican Red Cross,Red Cross/Red Crescent
5307,Dominican Republic,"Dominican Republic, Government of",Government
2154,Dominica RC,Dominica Red Cross Society,Red Cross/Red Crescent
7302,Donbas SOS,Donbas SOS,NGO
7035,Don Bosco Mondo Prokur,Don Bosco Mondo Prokur,Private organization/foundation
5269,DPC,Donegal Peace Centre,NGO
9079,DRO Variant,Donetsk Regional Organization Variant,NGO
9082,DSA HIV+,Donetsk Society of assistance for the HIV-infected,NGO
1391,DVYC,Don Vittorio Youth Center,NGO
11523,Dooyow,Dooyow Relief & Development Organization,NGO
7511,DORDA,Dooy Relief and Development Agency,NGO
11386,Dopasi,Dopasi Foundation,NGO
9821,DoPeace,DoPeace.org USA,NGO
7545,DaK,Dorat Al khair organisation,NGO
3293,DAI,Dorcas Aid International,NGO
5365,CRESED,DORCAS ESPERANCE - Centre de réinsertion sociale d'enfants en détresse,NGO
6595,DOSHA,Dosha Organization for Social Development,NGO
2142,DDF,Dosti Development Foundation,NGO
6242,DOC,Dost Organization for Coexistence,NGO
1831,DWF,Dost Welfare Foundation,Private organization/foundation
4241,Double Harvest,Double Harvest,Private organization/foundation
3939,DSF,Douleurs san Frontières,NGO
1194,DDO,Dowa Development Organization,NGO
1641,Dow Chemical Corporation,Dow Chemical Corporation,Private organization/foundation
8108,DOZ,DOZ e. V.,NGO
1535,D.P. Foundation,D.P. Foundation,NGO
11920,DACO,Dream Alive Charity Organization,NGO
2618,"Dr. Fresh, Inc","Dr. Fresh, Inc",Private organization/foundation
9036,HCCD-PS,Dr. Haider Abdel Shafi Center for Culture and Development,NGO
656,DHAF,Dr. Hawa Abdi Foundation,NGO
375,DITB,Drop In The Bucket,NGO
4354,DROPS,DROPS,NGO
7338,DoG,Drops of Goods,NGO
5571,Dr Pepper Snapple Group ,Dr Pepper Snapple Group,Private organization/foundation
5198,TKG,DryLands Coordination Group,NGO
9,DSI,DSI - Danish Council of Organizations of Disabled People,NGO
2681,D. Stiftung furn UNO-Fluchtlingshilfe E.V.,D. Stiftung furn UNO-Fluchtlingshilfe E.V.,NGO
2963,Dubai Cares (UAE),Dubai Cares (UAE),NGO
11844,Duendesvinotintord,Duendes y Ángeles Vinotinto República Dominicana,NGO
7672,DIGC,Duhok Institute for General Culture,NGO
6245,DOVY,Duhok Organization for Volunteer Youth,NGO
8362,DPU,Duhok Polytechnic University,Private organization/foundation
9955,DYC,Dummar Youth Charity,NGO
5635,Dun & Bradstreet,Dun & Bradstreet,Private organization/foundation
5610,Dunkin Brands,Dunkin Brands,Private organization/foundation
1708,DuPont,DuPont,Private organization/foundation
1613,Duracell,Duracell,Private organization/foundation
5791,DISFO,Dura Islamic Society for the Orphans,NGO
6413,DDO,Durawa Development Organization,NGO
6108,DDF,Durdur Development Foundation,NGO
11097,Durrel,Durrell Wildlife Conservation Trust,Private organization/foundation
8745,DCR,Dutch Council for Refugees,NGO
1878,DIA,Dutch International Aid,NGO
1356,Dutch Postcode Lottery,Dutch Postcode Lottery,Private organization/foundation
8207,DRA,Dutch Relief Alliance,NGO
4647,DWF,DWF,NGO
11681,DyFe,Dynamic Femmes,NGO
10910,DYWOVIS,Dynamic Women of Vision,NGO
9391,Dynasafe,Dynasafe International Group,Private organization/foundation
5830,DynCorp,DynCorp,Private organization/foundation
7394,Dytynets,Dytynets - CF (charitable foundation),NGO
4127,DZI,DZI - German Central Institute for Social Issues,Private organization/foundation
2527,EADRCC,EADRCC - Euro-Atlantic Disaster Response Coord.Centre,Inter-governmental
2210,EGL,Eagle Global Logistics,NGO
2746,ERFO,Earthquake Relief Fund for Orphans,NGO
9503,EACI,East Africa Consortium International,NGO
10533,EALF,East Africa Law Firm,Private organization/foundation
604,EACS,East African Community Services,NGO
628,EARA,East African Rescue Association,NGO
6180,EBCF,East Bay Community Foundation,Private organization/foundation
909,ECDHO,Eastern Community Development and Humanitarian Organization,NGO
7652,EMI,Eastern Mediterranean Institution,NGO
1232,EVNET,Eastern Visayas Network,NGO
11472,EJHN,East Jerusalem Hospitals' Network,NGO
5541,Eastman Chemical Foundation,Eastman Chemical Foundation,Private organization/foundation
1715,Eastman Kodak Charitable Trust,Eastman Kodak Charitable Trust,Private organization/foundation
4568,ETCRN,East Timor Crisis Reflection Network,Private organization/foundation
1699,Eaton Corp,Eaton Corp,Private organization/foundation
6219,EAA,Eau et Assainissement pour l'Afrique,Inter-governmental
3338,EAUR,EAUR,NGO
789,EVE,Eau Vie Environnement,NGO
5955,Eau Vive,Eau Vive,NGO
3756,SEM,Eaux de Marseille (Société des),Private organization/foundation
11973,Eawag,Eawag - Swiss Federal Institute of Aquatic Science and Technology,Private organization/foundation
7424,EDF,Ebaa Development Foundation,NGO
5603,eBay,eBay Foundation,Private organization/foundation
9419,EMI,Eben - Ezer Ministry International,NGO
7992,EBHAR,Ebhar Foundation for Childhood and Creativity,NGO
1002,Ebola MPTF,Ebola Response Multi-Partner Trust Fund,UN agency
9665,E.CAM,E.CAM Entreprise du Cameroun,NGO
3736,ECC/MERU,ECC/MERU,NGO
1776,ECHELLE,Echelle appui au développement,NGO
4686,EB,ECHO BRAVO,NGO
8011,ECHO DFID contribution,ECHO DFID contribution,Inter-governmental
10777,OEM,Echo Médical,NGO
9749,EM,Echo Medical AUD,NGO
9668,ECAF,Eco Africa Foundation,NGO
7359,EcoBank,EcoBank,Private organization/foundation
6019,Ecodev,Eco-développement,NGO
5604,Ecolab,Ecolab Inc.,Private organization/foundation
4599,EPFL,Ecole Polytechnique Fédérale De Lausanne,Private organization/foundation
3354,ESMS,"Ecole Saine, Ménage Sain",Private organization/foundation
2273,ECO,Ecological Christian Organisation,NGO
8107,ESDR,Economic and Social Development Researches Center,Private organization/foundation
6182,ECOWAS,Economic Community of West African States,Inter-governmental
6202,ERF,Economic Research Forum,Private organization/foundation
3648,ESDC,Economic & Social Development Centre of Palestine,NGO
9427,EcoWEB,"Ecosystems Work for Essential Benefits, Inc.",NGO
4841,Ecuador,"Ecuador, Government of",Government
3571,Ecuador RC,Ecuadorian Red Cross,Red Cross/Red Crescent
8033,EDGE,EDGE Institute,Private organization/foundation
3506,Edifiers,Edifiers,NGO
4101,EDA,Edinburgh Direct Aid,NGO
3794,EWHF,Edith Wilkins Hope Foundation,Private organization/foundation
3351,EDM,EDM,NGO
11586,EducAcción,EducAcción,NGO
528,EducAid,EducAid Onlus,NGO
7173,Education Above All Foundation,Education Above All Foundation,Private organization/foundation
2281,EAI,Education Action International,NGO
6466,EDGAO,Educational Developmental Girls Afghanistan Organisation,NGO
1020,EDOOSS,Educational Development Organization of South Sudan,NGO
7323,EFA,Educational Forum Association,NGO
6264,Epages,Educational Pages,NGO
8970,EDO (Zedneilman),Education and Development Organization (Zedneilman),NGO
8097,EIEA,Education and Illiteracy Eradication Association,NGO
10585,ELDA,Education and Livelihood Development Agency,NGO
445,EREDO,Education and Reconstruction Development Organization,NGO
11780,EDUCAM,Education Cameroon,NGO
8773,ECW Fund,Education Cannot Wait Fund,Private organization/foundation
6785,ECR,Education Crisis Response,NGO
6787,YAXANNU,Education des Filles,NGO
37,EDC,Education Development Center,NGO
11779,EFA Cameroon,"Education Fight Aids, Cameroon",NGO
6599,EHSAR,Education Health Social Awareness and Rehabilitation,NGO
1932,EHSAR Foundation,"Education, Health, Social Awareness and Rehabilitation Foundation",NGO
6435,EHSAR Foundation,Education Health Social Awareness & Rehabilitation Foundation,NGO
11809,ESEDD,Education Santé et Environnement pour le Développement,NGO
10774,ONG EU,Education Universelle,NGO
8193,MIDAD,Education Without Borders / MIDAD,NGO
9414,Educo,"Educo - Fundación Educación y Cooperación, ChildFund Alliance member",NGO
8165,EFFAD,"Eduquer, Former les Femmes un Appui au Développement",NGO
8341,EDOHR,Efadah Organisation for Development and Humanitarian Relief,NGO
10794,ENT,Efes N'Tamadrite,NGO
9758,ES,Effective Solution,NGO
4825,Egypt,"Egypt, Government of",Government
2055,Egypt RC,Egyptian Red Crescent Society,Red Cross/Red Crescent
9155,eHA,eHealth Systems Africa Foundation,NGO
330,EHUD,EHUD FOUNDATION,NGO
5827,Eid Charity,Eid Charity,Private organization/foundation
4005,"Eine Welt Kreis, Zell an der Pram","Eine Welt Kreis, Zell an der Pram",NGO
3208,Eine Welt-öö Landlerhilfe,Eine Welt-öö Landlerhilfe,Private organization/foundation
5415,Eisai Co. Ltd.,Eisai Co. Ltd.,Private organization/foundation
2375,EITI,EITI - Extractive Industry Transparency Initiative,Private organization/foundation
9118,EYN,Ekklisiyar Yan' uwa a Nigeria,NGO
7396,Ekraa,Ekraa Assembly for Development and Education,NGO
8265,Elaf,Elaf for Relief and Development,NGO
11499,ERSR,Elamal Rehabilitation Society – Rafah,NGO
1164,BVO,Elbagiyat Voluntary Organization,NGO
8191,EPCHO,Elbarde Primary Health Care Organization,NGO
660,EPHCO,El Barde Primary Helath Care Organization,NGO
4039,ECFP,El-barta Child and Family Programme,NGO
9998,Elber,Elber Organization,NGO
9556,EDRO,Elbon Development and Relief Organization,NGO
11840,CAPS,El Centro de Atención Psicosocial (CAPS),NGO
9373,EA,Electric Aid,Other
651,ESF,Electriciens sans frontières,NGO
5565,Electricite de France,Electricite de France,Private organization/foundation
10001,Elele Foundation,Elele Foundation for Relief and Development - Elele İnsani Yardımlaşma Ve Dayanışma Derneği,NGO
1150,EECF,Elemam Ahmed Elmahdi Charity Foundation,NGO
10829,ECDO,Elemar Charitable Development Organization,NGO
6836,EMJD,El Emel El Jedid,NGO
