destination_Organization_id,id,amountUSD,budgetYear,createdAt,date,decisionDate,description,firstReportedDate,flowType,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,source_Organization_id,source_UsageYear_id,Donor,source_UsageYear_name,destination_Plan_id,destination_GlobalCluster_id,destination_Location_id,destination_iso3,destination_Project_id,destination_UsageYear_id,destination_Plan_name,Recipient.Organization,destination_GlobalCluster_name,Destination.Country,destination_Project_name,destination_UsageYear_name,report_type,report_organisation,report_channel,report_date,originalAmount,source_Location_id,source_iso3,source_Location_name,destination_Emergency_id,destination_Emergency_name,refCode,source_GlobalCluster_id,source_GlobalCluster_name,exchangeRate,source_Plan_id,source_Plan_name,grandBargainEarmarkingType,source_Emergency_id,source_Emergency_name,source_Project_id,source_Project_name,destination_Cluster_id,destination_Cluster_name,source_Cluster_id,source_Cluster_name,Recipient.Organization.Type,analysis_date,flow_date_type,emergency_boundary,plan_boundary,description_search_flag,potential_overlap_flag
2849,205783,786642,,2020-02-27T14:57:28.992Z,2020-01-23T00:00:00Z,2019-10-21T00:00:00Z,Making schools and children in Sulawesi safe again,2020-01-23T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2020-02-27,1,internal,single,2400,40,Swiss Solidarity,2019,"",2,104,IDN,,40,"",Save the Children,Early Recovery,Indonesia,"",2019,Primary,Swiss Solidarity,Email,2020-01-23T00:00:00.000Z,780349,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,296.004,"","",0.992,"","","","","",,"","","","","",NGO,2020-01-23,reported date,Incoming,,FALSE,FALSE
2884,185555,23826,2018,2018-12-19T04:25:57.313Z,2018-10-05T00:00:00Z,2018-10-05T00:00:00Z,Secondment of Disaster Waste Management Expert to UNDAC to support OCHA/UNDAC team in relation to the earthquake in Sulawesi.,2018-12-18T00:00:00Z,Standard,t,SEK,Traditional aid,,commitment,2018-12-21,1,incoming,single,2921,39,"Sweden, Government of",2018,"",26480,104,IDN,,39,"",Swedish Civil Contingencies Agency (MSB),Coordination and support services,Indonesia,"",2018,Primary,"Sweden, Government of",From EDRIS,2018-12-18T00:00:00.000Z,210000,216,SWE,Sweden,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",8.814,"","","","","",,"","","","","",Government,2018-10-05,approved date,Incoming,,FALSE,FALSE
2886,182549,1169591,2018,2019-01-04T04:25:23.033Z,2018-10-29T00:00:00Z,2018-10-29T00:00:00Z,"Multi-sectoral emergency assistance to the earthquake and tsunami affected population in Palu, Sigi and Donggala in the province of Sulawesi, Indonesia (ECHO/DRF/BUD/2018/91018)",2018-10-31T00:00:00Z,Standard,t,EUR,Traditional aid,170207,commitment,2019-08-26,2,incoming,single,8523,39,European Commission's Humanitarian Aid and Civil Protection Department,2018,"",26480 | 10 | 4 | 11,104,IDN,,39,"",Agency for Technical Cooperation and Development,Coordination and support services | Protection | Emergency Shelter and NFI | Water Sanitation Hygiene,Indonesia,"",2018,Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2019-01-03T00:00:00.000Z,1000000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,ECHO/DRF/BUD/2018/91018,"","",0.855,"","","","","",,"","","","","",NGO,2018-10-29,approved date,Incoming,,FALSE,FALSE
2915,181337,643859,2018,2018-10-12T04:25:17.536Z,2018-10-11T00:00:00Z,2018-10-09T00:00:00Z,Protection of children affected by earthquakes/tsunami,2018-10-10T00:00:00Z,Standard,f,"",Traditional aid,,paid,2018-10-12,3,internal,single,4762,39,Central Emergency Response Fund,2018,669,12,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,United Nations Children's Fund,Child Protection,Indonesia,"",2018,Primary,Central Emergency Response Fund,From CERF,2018-10-12T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,18-RR-CEF-109,"","",,"","",unearmarked,"","",,"","","","","",UN agency,2018-10-09,disbursement date,Incoming,Incoming,FALSE,FALSE
2915,181338,3141895,2018,2019-01-04T04:25:08.162Z,2018-10-11T00:00:00Z,2018-10-09T00:00:00Z,Rapid life-saving multi-sectoral support to earthquake affected Sulawesi,2018-10-10T00:00:00Z,Standard,f,"",Traditional aid,,paid,2019-01-04,4,internal,single,4762,39,Central Emergency Response Fund,2018,669,11,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,United Nations Children's Fund,Water Sanitation Hygiene,Indonesia,"",2018,Primary,Central Emergency Response Fund,From CERF,2019-01-04T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,18-RR-CEF-110,"","",,"","",unearmarked,"","",,"",4342,Water Sanitation and Hygiene,"","",UN agency,2018-10-09,disbursement date,Incoming,Incoming,FALSE,FALSE
2915,181479,794593,2018,2018-10-16T04:25:35.718Z,2018-10-15T00:00:00Z,2018-10-11T00:00:00Z,Rapid life-saving support to children in tsunami and earthquake affected area of Central Sulawesi,2018-10-12T00:00:00Z,Standard,f,"",Traditional aid,,paid,2018-10-16,3,internal,single,4762,39,Central Emergency Response Fund,2018,"",7,104,IDN,,39,"",United Nations Children's Fund,Health,Indonesia,"",2018,Primary,Central Emergency Response Fund,From CERF,2018-10-16T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,18-RR-CEF-108,"","",,"","",unearmarked,"","",,"","","","","",UN agency,2018-10-11,disbursement date,Incoming,,FALSE,FALSE
2915,184221,95908,,2018-11-22T12:04:52.145Z,2018-10-07T00:00:00Z,2018-10-07T00:00:00Z,"Provide WASH, nutrition and protective services to 12,000 children in the aftermath of the Sulawesi tsunami / earthquake.",2018-11-20T00:00:00Z,Standard,t,GBP,Traditional aid,,paid,2018-11-22,1,incoming,single,8550,39,Jersey Overseas Aid,2018,669,11,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,United Nations Children's Fund,Water Sanitation Hygiene,Indonesia,"",2018,Primary,Jersey Overseas Aid,Email,2018-11-20T00:00:00.000Z,75000,113,JEY,Jersey,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.782,"","","","","",,"","","","","",UN agency,2018-10-07,approved date,Incoming,Incoming,FALSE,FALSE
2915,188133,258947,,2019-03-12T16:00:44.196Z,2019-03-08T00:00:00Z,"",Emergency response to earthquake and tsunami in central Sulawesi-Indonesia - SHO (SM190034),2019-03-08T00:00:00Z,Standard,t,"",Traditional aid,,paid,2019-03-12,1,incoming,single,2919,40,UNICEF National Committee/Netherlands,2019,"","",104,IDN,,40,"",United Nations Children's Fund,"",Indonesia,"",2019,Primary,United Nations Children's Fund,Email,2019-03-08T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,SM190034,"","",,"","","","","",,"","","","","",UN agency,2019-03-08,reported date,Incoming,,FALSE,FALSE
2915,195015,1600000,,2019-07-04T07:48:45.514Z,2018-10-30T00:00:00Z,2018-10-08T00:00:00Z,Re-establish access to learning in Central Sulawesi,2019-06-02T00:00:00Z,Standard,t,"",Traditional aid,,paid,2019-07-04,1,incoming,single,8773,39,Education Cannot Wait Fund,2018,669,3,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,United Nations Children's Fund,Education,Indonesia,"",2018,Primary,Education Cannot Wait Fund,Email,2019-06-02T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,18-ECW-022-UNICEF,"","",,"","","","","",,"",4346,Education,"","",UN agency,2018-10-08,disbursement date,Incoming,Incoming,FALSE,FALSE
2915,197041,499002,,2019-08-20T14:47:39.365Z,2019-07-18T00:00:00Z,2018-09-30T00:00:00Z,"Contribution of $750,00 to support response and early recovery work of UNICEF.",2019-07-18T00:00:00Z,Standard,t,NZD,Traditional aid,,paid,2019-08-20,1,incoming,single,5369,39,"New Zealand, Government of",2018,669,2,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,United Nations Children's Fund,Early Recovery,Indonesia,"",2018,Primary,"New Zealand, Government of",Email,2019-07-18T00:00:00.000Z,750000,160,NZL,New Zealand,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",1.503,"","",earmarked,"","",,"","","","","",UN agency,2018-09-30,disbursement date,Incoming,Incoming,FALSE,FALSE
2915,198896,110505,,2019-10-10T09:19:11.921Z,2019-08-01T00:00:00Z,"",Emergency response to earthquake/tsunami Sulawesi-Indonesia (SM190364),2019-10-04T00:00:00Z,Standard,t,"",Traditional aid,,paid,2019-10-10,1,incoming,single,2934,40,UNICEF National Committee/Belgium,2019,"","",104,IDN,,40,"",United Nations Children's Fund,"",Indonesia,"",2019,Primary,United Nations Children's Fund,Email,2019-10-04T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,SM190364,"","",,"","","","","",,"","","","","",UN agency,2019-08-01,disbursement date,Incoming,,FALSE,FALSE
2915,201074,68959,,2019-11-04T09:40:02.363Z,2019-05-10T00:00:00Z,"",Thematic Cross Sectoral - EAPRO (Indonesia Tsunami crisis) (SM1899100567),2019-10-04T00:00:00Z,Standard,t,"",Traditional aid,,paid,2019-11-04,1,incoming,single,4335,40,UNICEF National Committee/Denmark,2019,"","",104,IDN,,40,"",United Nations Children's Fund,"",Indonesia,"",2019,Primary,United Nations Children's Fund,Email,2019-10-04T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,SM1899100567,"","",,"","","","","",,"","","","","",UN agency,2019-05-10,disbursement date,Incoming,,FALSE,FALSE
2986,181615,2999277,2018,2018-10-20T04:25:29.467Z,2018-10-17T00:00:00Z,2018-10-15T00:00:00Z,Lifesaving Emergency Shelter and CCCM Response for Earthquake and Tsunami affected population in Central Sulawesi,2018-10-16T00:00:00Z,Standard,f,"",Traditional aid,,paid,2018-10-23,3,internal,single,4762,39,Central Emergency Response Fund,2018,669,1 | 4,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,International Organization for Migration,Camp Coordination / Management | Emergency Shelter and NFI,Indonesia,"",2018,Primary,Central Emergency Response Fund,From CERF,2018-10-20T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,18-RR-IOM-034,"","",,"","",unearmarked,"","",,"","","","","",UN agency,2018-10-15,disbursement date,Incoming,Incoming,FALSE,FALSE
2986,185655,300000,2019,2018-12-24T10:43:45.137Z,2018-11-21T00:00:00Z,"",Indonesia/Earthquake-2019: Humanitarian Coordination and Info Management  ( USAID/OFDA),2018-12-12T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2018-12-24,1,incoming,single,2933,39,"United States of America, Government of",2018,"",26480,104,IDN,,39,"",International Organization for Migration,Coordination and support services,Indonesia,"",2018,Primary,"United States of America, Government of",Email,2018-12-12T00:00:00.000Z,,237,USA,United States,708,INDONESIA: Tsunami/Earthquake – September 2018,720FDA19IO00004,"","",,"","","","","",,"","","","","",UN agency,2018-11-21,approved date,Incoming,,FALSE,FALSE
3046,183187,176601,,2018-11-07T11:08:22.215Z,2018-10-26T00:00:00Z,2018-10-26T00:00:00Z,"Emergency Relief Distribution Project in Dongala, Sulawesi Island, Indonesia",2018-11-07T00:00:00Z,Standard,t,JPY,Traditional aid,,paid,2018-11-07,1,incoming,single,4537,39,"Japan, Government of",2018,669,"",104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Good Neighbours Inc,"",Indonesia,"",2018,Primary,"Japan, Government of",Email,2018-11-07T00:00:00.000Z,19925922,112,JPN,Japan,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",112.83,"","","","","",,"","","","","",NGO,2018-10-26,approved date,Incoming,Incoming,FALSE,FALSE
3049,181416,1200212,2018,2019-03-20T04:25:28.931Z,2018-10-16T00:00:00Z,2018-10-10T00:00:00Z,Humanitarian Logistics Coordination for Sulawesi Earthquake and Tsunami Response,2018-10-11T00:00:00Z,Standard,f,"",Traditional aid,,paid,2019-03-20,4,internal,single,4762,39,Central Emergency Response Fund,2018,669,8,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,World Food Programme,Logistics,Indonesia,"",2018,Primary,Central Emergency Response Fund,From CERF,2019-03-20T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,18-RR-WFP-063,"","",,"","",unearmarked,"","",,"",4344,Logistics,"","",UN agency,2018-10-10,disbursement date,Incoming,Incoming,FALSE,FALSE
3091,183810,380807,,2018-11-19T10:30:48.520Z,2018-10-12T00:00:00Z,2018-10-12T00:00:00Z,In response to the Sulawesi Earthquakes and Tsunami,2018-11-15T00:00:00Z,Standard,t,CAD,Traditional aid,,commitment,2018-11-19,1,incoming,single,2928,39,"Canada, Government of",2018,669,12 | 11,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Plan Canada,Child Protection | Water Sanitation Hygiene,Indonesia,"",2018,Primary,"Canada, Government of",Email,2018-11-15T00:00:00.000Z,500000,40,CAN,Canada,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",1.313,"","","","","",,"",4345 | 4342,Child Protection | Water Sanitation and Hygiene,"","",NGO,2018-10-12,approved date,Incoming,Incoming,FALSE,FALSE
3097,187392,303337,,2019-02-18T16:34:13.229Z,2018-10-19T00:00:00Z,2018-10-19T00:00:00Z,"Emergency relief support to disaster-affected people in Sulawesi: Food Aid & Non Food Items







:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,39,Swiss Solidarity,2018,669,6,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Caritas Switzerland,Food Security,Indonesia,"",2018,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,300000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,290.029 / p180083,"","",0.989,"","",earmarked,"","",,"",4341,Food Security and Livelihoods,"","",NGO,2018-10-19,approved date,Incoming,Incoming,FALSE,FALSE
3097,187393,303337,,2019-02-18T16:43:23.865Z,2018-10-19T00:00:00Z,2018-10-19T00:00:00Z,"Emergency relief support to disaster-affected people in Sulawesi:Water, Sanitation & Hygiene Promotion








:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,39,Swiss Solidarity,2018,669,11,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Caritas Switzerland,Water Sanitation Hygiene,Indonesia,"",2018,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,300000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,290.029 / p180083,"","",0.989,"","",earmarked,"","",,"",4342,Water Sanitation and Hygiene,"","",NGO,2018-10-19,approved date,Incoming,Incoming,FALSE,FALSE
3097,187394,303337,,2019-02-18T16:45:12.271Z,2018-10-19T00:00:00Z,2018-10-19T00:00:00Z,"Emergency relief support to disaster-affected people in Sulawesi:Psychosocial & Social Work







:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,39,Swiss Solidarity,2018,669,12,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Caritas Switzerland,Child Protection,Indonesia,"",2018,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,300000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,290.029 / p180083,"","",0.989,"","",earmarked,"","",,"",4345,Child Protection,"","",NGO,2018-10-19,approved date,Incoming,Incoming,FALSE,FALSE
3097,193749,198248,,2019-06-19T07:34:15.787Z,2019-01-14T00:00:00Z,2019-01-14T00:00:00Z,Short-term income generation for earthquake-affected families in Central Sulawesi through a cash assistance,2019-06-03T00:00:00Z,Standard,f,CHF,Cash transfer programming (CTP),,commitment,2019-06-19,1,internal,single,2400,40,Swiss Solidarity,2019,"",2,104,IDN,,40,"",Caritas Switzerland,Early Recovery,Indonesia,"",2019,Primary,Swiss Solidarity,Email,2019-06-03T00:00:00.000Z,195671,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,292.001 / P180095,"","",0.987,"","","","","",,"","","","","",NGO,2019-01-14,approved date,Incoming,,FALSE,FALSE
3097,195802,614125,,2019-07-22T13:36:46.671Z,2019-07-04T00:00:00Z,2019-07-04T00:00:00Z,"Supporting earthquake-affected families in Sulawesi in restoring their livelihoods and WASH infrastructure :Water, Sanitation & Hygiene Promotion; Cash Transfer; Prevention & Preparedness",2019-07-19T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-07-22,1,internal,single,2400,40,Swiss Solidarity,2019,"",11 | 2,104,IDN,,40,"",Caritas Switzerland,Water Sanitation Hygiene | Early Recovery,Indonesia,"",2019,Primary,Swiss Solidarity,Email,2019-07-19T00:00:00.000Z,600000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,293.019 / p190031,"","",0.977,"","","","","",,"","","","","",NGO,2019-07-04,approved date,Incoming,,FALSE,FALSE
3097,215435,1029693,,2020-07-24T16:37:26.421Z,2020-03-04T00:00:00Z,2020-03-04T00:00:00Z,Reconstruction of disaster-affected houses,2020-05-04T00:00:00Z,Pass through,f,CHF,Traditional aid,,commitment,2020-07-24,1,internal,single,2400,41,Swiss Solidarity,2020,"","",104,IDN,,41,"",Caritas Switzerland,"",Indonesia,"",2020,Primary,Swiss Solidarity,Email,2020-05-04T00:00:00.000Z,997773,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,299.021 / p200028,"","",0.969,"","","","","",,"","","","","",NGO,2020-03-04,approved date,Incoming,,FALSE,FALSE
3369,200786,427691,2018,2019-10-31T17:05:22.875Z,2018-10-06T00:00:00Z,2018-10-06T00:00:00Z,Dutch Relief Alliance allocation,2019-10-17T00:00:00Z,Standard,t,EUR,Traditional aid,200379,paid,2019-10-31,1,incoming,single,3008,39,"Netherlands, Government of",2018,669,"",104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Plan International,"",Indonesia,"",2018,Primary,CARE Netherlands,Email,2019-10-17T00:00:00.000Z,384922,157,NLD,Netherlands,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.9,"","",softly earmarked,"","",,"","","","","",NGO,2018-10-06,approved date,Incoming,Incoming,FALSE,FALSE
3442,187401,372624,,2019-02-18T17:10:22.822Z,2018-11-09T00:00:00Z,2018-11-09T00:00:00Z,"Life saving emergency response earthquake Sulawesi: Food Aid & Non Food Items














:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,39,Swiss Solidarity,2018,669,6,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,EPER - Swiss Church Aid,Food Security,Indonesia,"",2018,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,373742,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,291.003 / 636.355,"","",1.003,"","",earmarked,"","",,"",4341,Food Security and Livelihoods,"","",Private organization/foundation,2018-11-09,approved date,Incoming,Incoming,FALSE,FALSE
3442,187402,372624,,2019-02-18T17:11:22.440Z,2018-11-09T00:00:00Z,2018-11-09T00:00:00Z,"Life saving emergency response earthquake Sulawesi: Water, Sanitation & Hygiene Promotion















:",2019-01-21T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-02-18,1,internal,single,2400,39,Swiss Solidarity,2018,669,11,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,EPER - Swiss Church Aid,Water Sanitation Hygiene,Indonesia,"",2018,Primary,Swiss Solidarity,Email,2019-01-21T00:00:00.000Z,373742,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,291.003 / 636.355,"","",1.003,"","",earmarked,"","",,"",4342,Water Sanitation and Hygiene,"","",Private organization/foundation,2018-11-09,approved date,Incoming,Incoming,FALSE,FALSE
3442,193747,800801,,2019-06-19T07:22:42.364Z,2019-03-25T00:00:00Z,2019-03-25T00:00:00Z,Transitional Shelter and WASH for Earthquake Affected Households,2019-06-03T00:00:00Z,Standard,f,CHF,Traditional aid,,commitment,2019-06-19,1,internal,single,2400,40,Swiss Solidarity,2019,"",4 | 11,104,IDN,,40,"",EPER - Swiss Church Aid,Emergency Shelter and NFI | Water Sanitation Hygiene,Indonesia,"",2019,Primary,Swiss Solidarity,Email,2019-06-03T00:00:00.000Z,800000,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,293.020 / 363.356.2,"","",0.999,"","","","","",,"","","","","",Private organization/foundation,2019-03-25,approved date,Incoming,,FALSE,FALSE
4293,181339,826630,2018,2020-05-15T02:25:05.703Z,2018-10-11T00:00:00Z,2018-10-09T00:00:00Z,Preventing and responding to gender based violence to protect and empower women and girls affected by the Central Sulawesi Earthquake and Tsunami,2018-10-10T00:00:00Z,Standard,f,"",Traditional aid,,paid,2020-05-15,4,internal,single,4762,39,Central Emergency Response Fund,2018,669,13,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,United Nations Population Fund,Gender Based Violence,Indonesia,"",2018,Primary,Central Emergency Response Fund,From CERF,2020-05-15T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,18-RR-FPA-044,"","",,"","",unearmarked,"","",,"",4339,Gender-Based Violence,"","",UN agency,2018-10-09,disbursement date,Incoming,Incoming,FALSE,FALSE
4293,181347,1000021,2018,2019-01-04T04:25:10.660Z,2018-10-11T00:00:00Z,2018-10-09T00:00:00Z,Ensuring lifesaving sexual and reproductive health services to women and young people affected by the Sulawesi Earthquake and Tsunami response,2018-10-10T00:00:00Z,Standard,f,"",Traditional aid,,paid,2019-01-04,5,internal,single,4762,39,Central Emergency Response Fund,2018,669,7,104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,United Nations Population Fund,Health,Indonesia,"",2018,Primary,Central Emergency Response Fund,From CERF,2019-01-04T00:00:00.000Z,,"","","",708,INDONESIA: Tsunami/Earthquake – September 2018,18-RR-FPA-043,"","",,"","",unearmarked,"","",,"","","","","",UN agency,2018-10-09,disbursement date,Incoming,Incoming,FALSE,FALSE
4302,200790,588076,2018,2019-10-31T17:08:15.828Z,2018-10-06T00:00:00Z,2018-10-06T00:00:00Z,Dutch Relief Alliance allocation,2019-10-17T00:00:00Z,Standard,t,EUR,Traditional aid,200379,paid,2019-10-31,1,incoming,single,3008,39,"Netherlands, Government of",2018,669,"",104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,TEARFUND,"",Indonesia,"",2018,Primary,CARE Netherlands,Email,2019-10-17T00:00:00.000Z,529268,157,NLD,Netherlands,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.9,"","",softly earmarked,"","",,"","","","","",NGO,2018-10-06,approved date,Incoming,Incoming,FALSE,FALSE
4323,200785,533111,2018,2019-10-31T17:03:11.048Z,2018-10-06T00:00:00Z,2018-10-06T00:00:00Z,Dutch Relief Alliance allocation,2019-10-17T00:00:00Z,Standard,t,EUR,Traditional aid,200379,paid,2019-10-31,1,incoming,single,3008,39,"Netherlands, Government of",2018,669,"",104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,OXFAM Netherlands (NOVIB),"",Indonesia,"",2018,Primary,CARE Netherlands,Email,2019-10-17T00:00:00.000Z,479800,157,NLD,Netherlands,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.9,"","",softly earmarked,"","",,"","","","","",NGO,2018-10-06,approved date,Incoming,Incoming,FALSE,FALSE
4332,200782,588076,2018,2019-10-31T17:00:08.488Z,2018-10-06T00:00:00Z,2018-10-06T00:00:00Z,Dutch Relief Alliance allocation,2019-10-17T00:00:00Z,Standard,t,EUR,Traditional aid,200379,paid,2019-10-31,1,incoming,single,3008,39,"Netherlands, Government of",2018,669,"",104,IDN,,39,Indonesia: Central Sulawesi Earthquake Response Plan 2018,Catholic Organisation for Relief and Development Aid,"",Indonesia,"",2018,Primary,CARE Netherlands,Email,2019-10-17T00:00:00.000Z,529268,157,NLD,Netherlands,708,INDONESIA: Tsunami/Earthquake – September 2018,"","","",0.9,"","",softly earmarked,"","",,"","","","","",NGO,2018-10-06,approved date,Incoming,Incoming,FALSE,FALSE
4356,187753,652885,,2019-02-26T13:56:13.612Z,2019-02-24T00:00:00Z,2018-10-14T00:00:00Z,In-Kind: Provision of shelter and non-food assistance to people affected by Sulawesi earthquake,2019-02-24T00:00:00Z,Standard,t,SAR,Traditional aid,,paid,2019-02-26,1,incoming,single,2998,39,"Saudi Arabia (Kingdom of), Government of",2018,"",4,104,IDN,,39,"","Indonesia, Government of",Emergency Shelter and NFI,Indonesia,"",2018,Primary,"Saudi Arabia (Kingdom of), Government of",Email,2019-02-24T00:00:00.000Z,2448319,196,SAU,Saudi Arabia,708,INDONESIA: Tsunami/Earthquake – September 2018,291,"","",3.75,"","",tightly earmarked,"","",,"","","","","",Government,2018-10-14,disbursement date,Incoming,,FALSE,FALSE
4356,187754,52117,,2019-02-26T13:57:39.672Z,2019-02-24T00:00:00Z,2018-10-14T00:00:00Z,"In-Kind: Provision of 5,000 hygiene kit bags to people affected by Sulawesi earthquake",2019-02-24T00:00:00Z,Standard,t,SAR,Traditional aid,,paid,2019-02-26,1,incoming,single,2998,39,"Saudi Arabia (Kingdom of), Government of",2018,"",11,104,IDN,,39,"","Indonesia, Government of",Water Sanitation Hygiene,Indonesia,"",2018,Primary,"Saudi Arabia (Kingdom of), Government of",Email,2019-02-24T00:00:00.000Z,195439,196,SAU,Saudi Arabia,708,INDONESIA: Tsunami/Earthquake – September 2018,291,"","",3.75,"","",tightly earmarked,"","",,"","","","","",Government,2018-10-14,disbursement date,Incoming,,FALSE,FALSE
4356,187755,224347,,2019-02-26T13:58:17.791Z,2019-02-24T00:00:00Z,2018-10-14T00:00:00Z,"In-Kind: Provision of 5,000 food parcels to people affected by Sulawesi earthquake",2019-02-24T00:00:00Z,Standard,t,SAR,Traditional aid,,paid,2019-02-26,1,incoming,single,2998,39,"Saudi Arabia (Kingdom of), Government of",2018,"",6,104,IDN,,39,"","Indonesia, Government of",Food Security,Indonesia,"",2018,Primary,"Saudi Arabia (Kingdom of), Government of",Email,2019-02-24T00:00:00.000Z,841301,196,SAU,Saudi Arabia,708,INDONESIA: Tsunami/Earthquake – September 2018,291,"","",3.75,"","",tightly earmarked,"","",,"","","","","",Government,2018-10-14,disbursement date,Incoming,,FALSE,FALSE
4356,188735,50000,2018,2019-03-22T15:59:22.749Z,2018-12-31T00:00:00Z,"",Humanitarian Assistance to Government of Indonesia (following the earthquake in August 2018),2019-03-22T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2019-07-16,1,incoming,single,2783,39,"Azerbaijan, Government of",2018,"","",104,IDN,,39,"","Indonesia, Government of","",Indonesia,"",2018,Primary,"Azerbaijan, Government of",Email,2019-03-22T00:00:00.000Z,,16,AZE,Azerbaijan,708,INDONESIA: Tsunami/Earthquake – September 2018,Ref: 0130/21/19/22,"","",,"","",earmarked,"","",,"","","","","",Government,2018-12-31,approved date,Incoming,,FALSE,FALSE
4356,195501,50000,2018,2019-07-16T08:50:05.839Z,2018-12-31T00:00:00Z,"",Humanitarian Assistance to Government of Indonesia (following the earthquake in August 2018),2019-07-11T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2019-07-16,1,incoming,single,2783,39,"Azerbaijan, Government of",2018,"","",104,IDN,,39,"","Indonesia, Government of","",Indonesia,"",2018,Primary,"Azerbaijan, Government of",Email,2019-07-11T00:00:00.000Z,,16,AZE,Azerbaijan,708,INDONESIA: Tsunami/Earthquake – September 2018,Ref: 0562/21/19/22,"","",,"","",earmarked,"","",,"","","","","",Government,2018-12-31,approved date,Incoming,,FALSE,FALSE
