destination_Organization_id,id,amountUSD,budgetYear,createdAt,date,decisionDate,description,firstReportedDate,flowType,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,source_Organization_id,source_UsageYear_id,Donor,source_UsageYear_name,destination_Plan_id,destination_GlobalCluster_id,destination_Location_id,destination_iso3,destination_Project_id,destination_UsageYear_id,destination_Plan_name,Recipient.Organization,destination_GlobalCluster_name,Destination.Country,destination_Project_name,destination_UsageYear_name,report_type,report_organisation,report_channel,report_date,originalAmount,source_Location_id,source_iso3,source_Location_name,destination_Emergency_id,destination_Emergency_name,refCode,source_GlobalCluster_id,source_GlobalCluster_name,exchangeRate,source_Plan_id,source_Plan_name,grandBargainEarmarkingType,source_Emergency_id,source_Emergency_name,source_Project_id,source_Project_name,destination_Cluster_id,destination_Cluster_name,source_Cluster_id,source_Cluster_name,Recipient.Organization.Type,analysis_date,flow_date_type,emergency_boundary,plan_boundary,description_search_flag,potential_overlap_flag
5294,157532,125016,2017,2018-03-29T04:25:24.099Z,2017-05-03T00:00:00Z,2017-04-26T00:00:00Z,"Contaminated mud removal to support the delivery of emergency/humanitarian response for the Government of Peru, UN Agencies and NGOs including the spontaneous return of families",2017-04-27T00:00:00Z,Standard,f,"",Traditional aid,,paid,2018-04-03,5,internal,single,4762,38,Central Emergency Response Fund,2017,593,2,175,PER,51313,38,Peru Flash Appeal 2017,United Nations Development Programme,Early Recovery,Peru,Reestablishment of living conditions of families affected by floods,2017,Primary,Central Emergency Response Fund,From CERF,2018-03-29T00:00:00.000Z,,"","","",669,Peru - Floods - March 2017,17-RR-UDP-004,"","",,"","",unearmarked,"","",,"",3573,Early Recovery and Livelihoods,"","",UN agency,2017-04-26,disbursement date,Incoming,Incoming,FALSE,FALSE
5294,160544,391937,2017,2017-06-22T00:17:15.811Z,2017-06-07T00:00:00Z,2017-06-07T00:00:00Z,"SUPPORT FOR THE RECOVERY OF THE LIVELIHOODS OF THE POPULATION AFFECTED BY FLOODS IN THE PIURA REGION, CATACAOS DISTRICT (ECHO/-AM/BUD/2017/91019)",2017-06-21T00:00:00Z,Standard,t,EUR,Traditional aid,153282,commitment,2017-12-28,1,incoming,single,8523,38,European Commission's Humanitarian Aid and Civil Protection Department,2017,"","",175,PER,,38,"",United Nations Development Programme,"",Peru,"",2017,Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2017-06-21T00:00:00.000Z,350000,"","","",669,Peru - Floods - March 2017,ECHO/-AM/BUD/2017/91019,"","",0.893,"","","","","",,"","","","","",UN agency,2017-06-07,approved date,Incoming,,FALSE,FALSE
5310,157136,224643,2017,2017-04-20T02:32:14.623Z,2017-04-18T00:00:00Z,2017-04-18T00:00:00Z,Emergency Support to Flood-affected population,2017-04-20T00:00:00Z,Standard,t,SEK,Traditional aid,,commitment,2017-04-25,1,incoming,single,2921,38,"Sweden, Government of",2017,"","",175,PER,,38,"",Swedish Red Cross,"",Peru,"",2017,Primary,"Sweden, Government of",From EDRIS,2017-04-20T00:00:00.000Z,2000000,216,SWE,Sweden,669,Peru - Floods - March 2017,"","","",8.903,"","","","","",,"","","","","",Red Cross/Red Crescent,2017-04-18,approved date,Incoming,,FALSE,FALSE
8424,169536,174216,2017,2018-01-17T04:25:15.879Z,2017-11-12T00:00:00Z,2017-11-12T00:00:00Z,Emergency aid,2018-01-17T00:00:00Z,Standard,t,EUR,Traditional aid,,commitment,2018-01-17,1,incoming,single,5319,38,"Spain, Government of",2017,"","",175,PER,,38,"",Spanish Red Cross,"",Peru,"",2017,Primary,"Spain, Government of",From EDRIS,2018-01-17T00:00:00.000Z,150000,209,ESP,Spain,669,Peru - Floods - March 2017,"","","",0.861,"","","","","",,"","","","","",Red Cross/Red Crescent,2017-11-12,approved date,Incoming,,FALSE,FALSE
8465,158445,325733,2017,2017-05-19T02:25:13.703Z,2017-05-03T00:00:00Z,2017-05-03T00:00:00Z,"Humanitarian assistance for the population affected by floods regarding food security, WASH,health and protection",2017-05-19T00:00:00Z,Standard,t,EUR,Traditional aid,,commitment,2017-05-22,1,incoming,single,4306,38,"Germany, Government of",2017,593,6,175,PER,51287,38,Peru Flash Appeal 2017,Caritas Peru,Food Security,Peru,Emergency due to floods and landslides (huaycos) in Peru,2017,Primary,"Germany, Government of",From EDRIS,2017-05-19T00:00:00.000Z,300000,83,DEU,Germany,669,Peru - Floods - March 2017,AA-S09-321.50 PER 03/17,"","",0.921,"","","","","",,"",3575,Food Security and Nutrition,"","",NGO,2017-05-03,approved date,Incoming,Incoming,FALSE,FALSE
8484,158208,218688,,2017-05-11T10:50:09.907Z,2017-03-31T00:00:00Z,"",Emergency WASH support in response to the floodings in northern Peru (7F-09805.01 ),2017-03-31T00:00:00Z,Standard,t,CHF,Traditional aid,,commitment,2017-05-11,1,incoming,single,2924,38,"Switzerland, Government of",2017,"",11,175,PER,,38,"",CARITAS,Water Sanitation Hygiene,Peru,"",2017,Primary,"Switzerland, Government of",Email,2017-03-31T00:00:00.000Z,220000,217,CHE,Switzerland,669,Peru - Floods - March 2017,7F-09805.01,"","",1.006,"","","","","",,"","","","","",NGO,2017-03-31,reported date,Incoming,,FALSE,FALSE
8498,157169,200000,2017,2017-04-20T10:48:11.937Z,2017-04-27T00:00:00Z,2017-03-27T00:00:00Z,WASH and health (USAID/OFDA),2017-04-04T00:00:00Z,Standard,t,USD,Traditional aid,,commitment,2017-06-06,1,incoming,single,2933,38,"United States of America, Government of",2017,593,11,175,PER,51265,38,Peru Flash Appeal 2017,Pan-American Health Organization (World Health Organization),Water Sanitation Hygiene,Peru,Surveillance of risk factors associated to water and sanitation conditions in population affected by floods,2017,Primary,"United States of America, Government of",Email,2017-04-10T00:00:00.000Z,,237,USA,United States,669,Peru - Floods - March 2017,AID-OFDA-IO-17-00032,"","",,"","","","","",,"",3579,WASH,"","",UN agency,2017-04-27,approved date,Incoming,Incoming,FALSE,FALSE
8498,157310,397633,2017,2017-05-01T21:06:13.193Z,2017-04-22T00:00:00Z,2017-04-22T00:00:00Z,"Increase access to safe water and sanitation in communities, shelters and health facilities affected by flooding",2017-04-23T00:00:00Z,Standard,f,"",Traditional aid,,paid,2017-05-02,2,internal,single,4762,38,Central Emergency Response Fund,2017,593,11,175,PER,51266,38,Peru Flash Appeal 2017,Pan-American Health Organization (World Health Organization),Water Sanitation Hygiene,Peru,Water and sanitation in health facilities,2017,Primary,Central Emergency Response Fund,From CERF,2017-05-02T00:00:00.000Z,,"","","",669,Peru - Floods - March 2017,17-RR-WHO-017,"","",,"","",unearmarked,"","",,"",3579,WASH,"","",UN agency,2017-04-22,approved date,Incoming,Incoming,FALSE,FALSE
8498,157539,127505,2017,2017-05-05T02:25:47.073Z,2017-04-26T00:00:00Z,2017-04-26T00:00:00Z,Response to public health emergencies caused by flooding related to El Niño phenomenon,2017-04-27T00:00:00Z,Standard,f,"",Traditional aid,,paid,2017-05-05,4,internal,single,4762,38,Central Emergency Response Fund,2017,593,7,175,PER,51324,38,Peru Flash Appeal 2017,Pan-American Health Organization (World Health Organization),Health,Peru,"Coordination, communication and follow-up of field operations ",2017,Primary,Central Emergency Response Fund,From CERF,2017-05-05T00:00:00.000Z,,"","","",669,Peru - Floods - March 2017,17-RR-WHO-016,"","",,"","",unearmarked,"","",,"",3576,Health,"","",UN agency,2017-04-26,approved date,Incoming,Incoming,FALSE,FALSE
8498,157540,55784,2017,2017-05-05T02:25:47.842Z,2017-04-26T00:00:00Z,2017-04-26T00:00:00Z,Response to public health emergencies caused by flooding related to El Niño phenomenon,2017-04-27T00:00:00Z,Standard,f,"",Traditional aid,,paid,2017-05-05,4,internal,single,4762,38,Central Emergency Response Fund,2017,593,7,175,PER,51323,38,Peru Flash Appeal 2017,Pan-American Health Organization (World Health Organization),Health,Peru,Promotion of good health practices in emergency contexts,2017,Primary,Central Emergency Response Fund,From CERF,2017-05-05T00:00:00.000Z,,"","","",669,Peru - Floods - March 2017,17-RR-WHO-016,"","",,"","",unearmarked,"","",,"",3576,Health,"","",UN agency,2017-04-26,approved date,Incoming,Incoming,FALSE,FALSE
8498,157541,31876,2017,2017-05-05T02:25:48.570Z,2017-04-26T00:00:00Z,2017-04-26T00:00:00Z,Response to public health emergencies caused by flooding related to El Niño phenomenon,2017-04-27T00:00:00Z,Standard,f,"",Traditional aid,,paid,2017-05-05,4,internal,single,4762,38,Central Emergency Response Fund,2017,593,7,175,PER,51321,38,Peru Flash Appeal 2017,Pan-American Health Organization (World Health Organization),Health,Peru,"Epidemiological surveillance and disease control system working in health networks, communities and shelters",2017,Primary,Central Emergency Response Fund,From CERF,2017-05-05T00:00:00.000Z,,"","","",669,Peru - Floods - March 2017,17-RR-WHO-016,"","",,"","",unearmarked,"","",,"",3576,Health,"","",UN agency,2017-04-26,approved date,Incoming,Incoming,FALSE,FALSE
8498,157542,183193,2017,2017-05-05T02:25:49.427Z,2017-04-26T00:00:00Z,2017-04-26T00:00:00Z,Response to public health emergencies caused by flooding related to El Niño phenomenon,2017-04-27T00:00:00Z,Standard,f,"",Traditional aid,,paid,2017-05-05,4,internal,single,4762,38,Central Emergency Response Fund,2017,593,7,175,PER,51322,38,Peru Flash Appeal 2017,Pan-American Health Organization (World Health Organization),Health,Peru,Health services re-established and working to care most vulnerable populations in priority regions,2017,Primary,Central Emergency Response Fund,From CERF,2017-05-05T00:00:00.000Z,,"","","",669,Peru - Floods - March 2017,17-RR-WHO-016,"","",,"","",unearmarked,"","",,"",3576,Health,"","",UN agency,2017-04-26,approved date,Incoming,Incoming,FALSE,FALSE
85,155859,53362,2017,2017-03-29T03:27:45.711Z,2017-03-24T00:00:00Z,2017-03-24T00:00:00Z,"Emergency assistance for flood victims in Piura (first aid items, logistics and technical assistance, household products and equipment, coordination, and food)",2017-03-29T00:00:00Z,Standard,t,EUR,Traditional aid,,commitment,2017-04-07,1,incoming,single,4306,38,"Germany, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,"Germany, Government of",From EDRIS,2017-03-29T00:00:00.000Z,50000,83,DEU,Germany,669,Peru - Floods - March 2017,AA-S09-321.50 PER 02/17,"","",0.937,"","","","","",,"","","","","",Government,2017-03-24,approved date,Incoming,,FALSE,FALSE
85,155894,0,,2017-03-29T07:35:34.237Z,2017-03-27T00:00:00Z,"",White Helmets deployed to Peru in response to floods (mission extended until 31 March),2017-03-23T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,4835,38,"Argentina, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,,11,ARG,Argentina,669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-27,approved date,Incoming,,FALSE,FALSE
85,155903,0,,2017-03-29T08:22:56.098Z,2017-03-20T00:00:00Z,"",Ten tons of rice and cleaning kits,2017-03-23T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,5387,38,"Paraguay, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,,174,PRY,Paraguay,669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-20,approved date,Incoming,,FALSE,FALSE
85,155905,198610,,2017-03-29T08:28:46.623Z,2017-03-20T00:00:00Z,"",WASH assistance in rural zones of Piura and/or Lambayeque to implementing partners on the ground.,2017-03-23T00:00:00Z,Standard,t,CHF,Traditional aid,,commitment,2017-04-07,1,incoming,single,2924,38,"Switzerland, Government of",2017,"",11,175,PER,,38,"","Peru, Government of",Water Sanitation Hygiene,Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,200000,217,CHE,Switzerland,669,Peru - Floods - March 2017,"","","",1.007,"","","","","",,"","","","","",Government,2017-03-20,approved date,Incoming,,FALSE,FALSE
85,155904,0,,2017-03-29T08:24:05.825Z,2017-03-20T00:00:00Z,"","100,000 boxes containing food products.",2017-03-23T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,101,38,"Venezuela, Government of",2017,"",6,175,PER,,38,"","Peru, Government of",Food Security,Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,,242,VEN,"Venezuela, Bolivarian Republic of",669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-20,approved date,Incoming,,FALSE,FALSE
85,155896,0,,2017-03-29T07:49:35.406Z,2017-03-23T00:00:00Z,"",30 tons of humanitarian assistance,2017-03-23T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,2897,38,"Bolivia, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,,27,BOL,"Bolivia, Plurinational State of",669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-23,reported date,Incoming,,FALSE,FALSE
85,155895,0,,2017-03-29T07:42:42.234Z,2017-03-21T00:00:00Z,"","Personnel composed of 14 FAB officers, supporting emergency response efforts in Piura, Trujillo and Chiclayo cities.",2017-03-23T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,4838,38,"Brazil, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,,32,BRA,Brazil,669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-21,approved date,Incoming,,FALSE,FALSE
85,155897,0,,2017-03-29T08:13:44.329Z,2017-03-20T00:00:00Z,"","Twenty tons of relief items, including water, blankets, food boxes, and toiletries.  Aircraft support for 10 days.",2017-03-23T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,4330,38,"Chile, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,,45,CHL,Chile,669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-20,approved date,Incoming,,FALSE,FALSE
85,155898,0,,2017-03-29T08:16:02.602Z,2017-03-20T00:00:00Z,"","35 tons of emergency humanitarian assistance, including 1,000 food kits, 1,000 toilet kits, 3,000 blankets, 3,000 mosquito nets and 2,000 tents.  Support for aircraft, two UH60 Black Hawk helicopters, two Mi 17 helicopters with a crew of 42 people.",2017-03-23T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,4839,38,"Colombia, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,,49,COL,Colombia,669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-20,approved date,Incoming,,FALSE,FALSE
85,155899,0,,2017-03-29T08:17:18.040Z,2017-03-20T00:00:00Z,"","3,000 food rations covering three meals a day.",2017-03-23T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,4841,38,"Ecuador, Government of",2017,"",6,175,PER,,38,"","Peru, Government of",Food Security,Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-23T00:00:00.000Z,,65,ECU,Ecuador,669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-20,approved date,Incoming,,FALSE,FALSE
85,156207,0,,2017-04-03T14:56:34.861Z,2017-03-28T00:00:00Z,"","The EU Civil Protection Mechanism activated an environmental expert and a liaison officer from the European Commission's Emergency Response Coordination Centre (ERCC); deployed personnel to the country. Sweden, Spain, Netherlands and Germany among the EUCP Participating States.",2017-03-29T00:00:00Z,Standard,t,"",Traditional aid,,commitment,2017-04-07,1,incoming,single,8421,38,European Commission Civil Protection Mechanism,2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,Office for the Coordination of Humanitarian Affairs,Email,2017-03-28T00:00:00.000Z,,"","","",669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-28,approved date,Incoming,,FALSE,FALSE
85,162716,200000,,2017-08-14T12:38:55.536Z,2017-03-24T00:00:00Z,2017-03-24T00:00:00Z,Humanitarian assistance  for the population affected by flood and landslide in Peru (bilateral aid),2017-08-10T00:00:00Z,Standard,t,"",Traditional aid,,paid,2017-08-15,1,incoming,single,2929,38,"Korea, Republic of, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,"Korea, Republic of, Government of",Email,2017-08-10T00:00:00.000Z,,119,KOR,"Korea, Republic of",669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-24,approved date,Incoming,,FALSE,FALSE
85,162717,100000,,2017-08-14T12:39:33.754Z,2017-03-24T00:00:00Z,2017-03-24T00:00:00Z,Humanitarian assistance  for the population affected by flood and landslide in Peru (bilateral),2017-08-10T00:00:00Z,Standard,t,"","",,paid,2017-08-14,1,incoming,single,2929,38,"Korea, Republic of, Government of",2017,"","",175,PER,,38,"","Peru, Government of","",Peru,"",2017,Primary,"Korea, Republic of, Government of",Email,2017-08-10T00:00:00.000Z,,119,KOR,"Korea, Republic of",669,Peru - Floods - March 2017,"","","",,"","","","","",,"","","","","",Government,2017-03-24,approved date,Incoming,,FALSE,FALSE
8516,169551,139373,2017,2018-01-17T04:25:27.988Z,2017-11-12T00:00:00Z,2017-11-12T00:00:00Z,Emergency aid,2018-01-17T00:00:00Z,Standard,t,EUR,Traditional aid,,commitment,2018-01-17,1,incoming,single,5319,38,"Spain, Government of",2017,"","",175,PER,,38,"",Accion Contra el Hambre - Spain,"",Peru,"",2017,Primary,"Spain, Government of",From EDRIS,2018-01-17T00:00:00.000Z,120000,209,ESP,Spain,669,Peru - Floods - March 2017,"","","",0.861,"","","","","",,"","","","","",NGO,2017-11-12,approved date,Incoming,,FALSE,FALSE
8562,156955,150000,2017,2017-04-20T10:39:52.170Z,2017-03-27T00:00:00Z,2017-03-27T00:00:00Z,"Water, Sanitation and Hygiene (USAID/OFDA)",2017-04-04T00:00:00Z,Standard,t,USD,Traditional aid,,commitment,2017-06-06,2,incoming,single,2933,38,"United States of America, Government of",2017,593,11,175,PER,51278,38,Peru Flash Appeal 2017,Care Peru,Water Sanitation Hygiene,Peru,Installation of two water purifying plants in two localities affected by the floods in the region of Piura,2017,Primary,"United States of America, Government of",Email,2017-05-08T00:00:00.000Z,,237,USA,United States,669,Peru - Floods - March 2017,AID-527-F-17-00007,"","",,"","","","","",,"",3579,WASH,"","",NGO,2017-03-27,approved date,Incoming,Incoming,FALSE,FALSE
8562,163425,312826,,2017-09-06T13:16:11.061Z,2017-07-31T00:00:00Z,"",WASH Reconstruction (7F-09872.01),2017-08-02T00:00:00Z,Standard,t,CHF,Traditional aid,,commitment,2017-09-06,1,incoming,single,2924,38,"Switzerland, Government of",2017,593,11,175,PER,51278,38,Peru Flash Appeal 2017,Care Peru,Water Sanitation Hygiene,Peru,Installation of two water purifying plants in two localities affected by the floods in the region of Piura,2017,Primary,"Switzerland, Government of",Email,2017-08-02T00:00:00.000Z,300000,217,CHE,Switzerland,669,Peru - Floods - March 2017,7F-09872.01,"","",0.959,"","","","","",,"",3579,WASH,"","",NGO,2017-07-31,approved date,Incoming,Incoming,FALSE,FALSE
